Time,LorR,Question,Character,Answer_State,Answer_Time
2.138354,right,9999,xxx,irrelevant_answer,9999
2.223404,left,9999,xx,irrelevant_answer,9999
2.397912,right,9999,xxx,irrelevant_answer,9999
2.505389,left,9999,xx,irrelevant_answer,9999
2.592238,right,9999,xxx,irrelevant_answer,9999
2.70864,left,9999,xx,irrelevant_answer,9999
2.750689,right,9999,xxx,irrelevant_answer,9999
2.907287,left,9999,xx,irrelevant_answer,9999
2.939963,right,9999,xxx,irrelevant_answer,9999
3.074468,right,9999,xxx,irrelevant_answer,9999
3.149632,left,9999,xx,irrelevant_answer,9999
3.310831,right,9999,xxx,irrelevant_answer,9999
3.372162,left,9999,xx,irrelevant_answer,9999
3.434936,right,9999,xxx,irrelevant_answer,9999
3.583833,left,9999,xx,irrelevant_answer,9999
3.624824,right,9999,xxx,irrelevant_answer,9999
3.790396,left,9999,xx,irrelevant_answer,9999
3.796105,right,9999,xxx,irrelevant_answer,9999
