Time,LorR,Question,Character,Answer_State,Answer_Time
9.38364,right,3,R,correct,1.083603
13.90556,right,4,R,correct,1.487221
18.89967,right,1,R,correct,1.140759
24.89832,right,9999,xxx,irrelevant_answer,9999
29.65505,right,6,R,correct,0.8318634
33.20332,right,2,R,correct,1.150482
38.81315,left,5,L,correct,1.350044
41.65403,left,4,L,correct,0.7962265
46.86805,left,6,L,correct,0.8304138
50.17506,left,3,L,correct,0.9702835
54.26175,left,2,L,correct,0.8180313
57.75753,left,1,L,correct,0.9242401
63.07695,right,6,R,correct,1.066734
68.54082,left,2,L,correct,1.328201
72.50018,left,4,L,correct,0.6833115
75.50082,right,1,R,correct,0.856987
81.20062,right,5,R,correct,0.71521
85.83926,left,3,L,correct,0.9430389
91.06726,right,4,R,correct,1.572021
94.00854,right,6,R,correct,0.9344788
99.60071,right,2,R,correct,0.9430389
104.8354,left,3,L,correct,0.7815704
110.7125,left,1,L,correct,1.944122
115.4331,right,5,R,correct,0.9900818
120.8202,left,4,L,correct,0.7136536
124.5254,left,5,L,correct,1.434235
