Time,LorR,Question,Character,Answer_State,Answer_Time
19.49509,right,4,R,correct,0.8922386
23.07292,right,6,R,correct,1.117146
27.58829,left,5,L,correct,0.7892647
32.76272,right,2,R,correct,0.8275032
37.00462,right,3,R,correct,0.9850349
42.37437,right,1,R,correct,0.7767715
47.39016,left,3,L,correct,0.718399
52.30286,left,2,L,correct,0.8574219
57.95564,left,4,L,correct,0.7867279
61.80456,left,6,L,correct,0.8154221
65.91196,right,5,R,correct,0.7994156
69.50755,left,1,L,correct,1.23513
74.09339,right,3,R,correct,0.7024841
79.18581,right,1,R,correct,0.8551941
83.18319,left,5,L,correct,0.7624283
87.32258,left,6,R,character_mistake,0.7436447
91.84435,right,4,R,correct,0.9134674
96.68899,right,2,R,correct,1.214539
99.93513,right,2,R,correct,0.9718399
102.9334,right,3,R,correct,0.9519653
106.392,right,6,R,correct,1.042145
111.2147,left,5,L,correct,1.003464
116.0312,left,1,L,correct,0.7780304
121.5757,left,4,L,correct,0.7438202
125.0229,right,4,R,correct,1.065491
129.9001,right,5,R,correct,0.
