Time,LorR,Question,Character,Answer_State,Answer_Time
10.29518,right,4,R,correct,0.6119843
14.01117,right,6,R,correct,1.083439
17.65391,left,1,L,correct,0.8980942
20.95151,left,5,L,correct,0.9988747
24.5499,left,2,L,correct,0.8596878
29.51115,left,3,L,correct,0.716835
32.82135,right,1,R,correct,0.907402
38.10613,right,2,R,correct,0.8176346
43.71791,left,6,L,correct,0.7261124
48.14332,right,3,R,correct,0.9589844
51.59642,right,5,R,correct,0.9434052
55.028,left,4,L,correct,1.023003
60.26915,right,6,R,correct,0.8712769
64.21033,right,3,R,correct,0.7144012
69.17857,right,2,R,correct,0.7830429
73.9435,left,5,L,correct,1.080864
79.17691,right,1,R,correct,0.8661118
84.66443,left,4,L,correct,0.7771225
89.29195,left,6,L,correct,0.8998566
93.72238,right,5,R,correct,1.058388
99.29233,left,3,L,correct,0.8412323
102.4789,right,1,R,correct,0.7342377
106.4092,right,4,R,correct,0.8080521
111.5437,left,2,L,correct,0.7630463
116.1125,left,5,L,correct,0.749115
121.1818,left,1,L,correct,0.635437
125.41
