time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
29.58891,1,1.1,0.8852853,0.5223824,0.8495282,0.5849642
35.48037,2,1.1,0.01515811,-1.688043,0.2033353,-1.354078
40.0905,3,1.1,2.804677,-0.6428105,2.48157,-0.6654802
45.60929,4,1.1,-2.567154,-0.8554617,-2.487531,-0.8083795
50.4163,5,1.1,-0.2010815,-0.5639687,-0.3460567,-0.5475147
60.77418,6,1.1,-0.1275194,-0.835059,-0.03314455,-1.093766
65.31383,7,1.1,-0.5470601,-0.4478047,-0.6650537,-0.4898909
70.32095,8,1.1,-0.3029213,-0.701652,-0.1815099,-0.6259965
72.85612,9,1.1,1.114614,1.461619,1.247902,1.474254
78.03111,10,1.1,-0.5537663,-1.294356,-0.3366735,-1.181232
82.12889,11,1.1,-2.563415,-0.5825004,-2.430991,-0.5802441
86.59586,12,1.1,-2.816402,-0.8248072,-2.332878,-0.9680269
91.34018,13,1.1,-1.352847,-0.9092379,-1.479726,-0.6244514
95.12932,14,1.1,1.874982,0.02080481,1.746881,-0.07153131
100.3826,15,1.1,-2.507697,-1.630967,-2.289262,-1.453708
106.3023,16,1.1,-1.239506,-1.579588,-1.203885,-1.153437
110.2452,17,1.1,-1.
