time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
45.78175,1,1.5,-3.133233,-1.345686,-2.390567,-1.302427
58.42441,2,1.5,-0.4401323,-1.250733,0.05400046,-0.8628772
62.99848,3,1.5,-0.8520316,-0.6236154,-1.030917,-1.075853
68.25726,4,1.5,-0.3291994,-1.241521,-0.3517356,-1.381587
72.59239,5,1.5,-0.1086622,-0.4189487,-0.3266618,-0.6348658
77.06585,6,1.5,-1.828849,-1.0551,-1.930443,-1.182547
81.95921,7,1.5,-1.247945,-1.646029,-1.139783,-1.376799
86.61983,8,1.5,-0.9616297,-1.195395,-0.8773382,-1.457665
90.95617,9,1.5,-0.5228637,-0.7158268,-0.4643298,-0.7105162
94.70863,10,1.5,-0.9836148,-0.4990872,-1.066992,-0.4493247
98.64043,11,1.5,-0.3637283,-1.372693,-0.2480462,-1.363857
106.512,12,1.5,-1.798881,-1.306569,-1.690082,-1.000292
119.8678,13,1.5,-2.625258,-0.4594837,-2.311669,-0.6726658
124.7833,14,1.5,0.1227715,-1.340384,0.04915006,-0.7529355
128.0024,15,1.5,1.987104,1.244725,1.709946,1.028743
133.3835,16,1.5,-1.58215,-0.9956565,-1.72305,-1.205116
138.0536,17,1.5,0.3872177,-0.5215909,0.2160518,-0.5574307
144.1042,18,1.5,-2.167335,-1.604633,-1.996562,-1.076226
154.4172,19,1.5,0.1039955,1.076612,-0.109868,0.7551026
157.7787,20,1.5,0.124079,0.004659617,-0.4139395,-0.4179946
163.5438,21,1.5,-0.4351381,-1.057236,-0.4605667,-0.7503906
170.904,22,1.5,-1.793624,0.2866686,-2.05382,0.8392119
178.2516,23,1.5,-2.789613,0.2384572,-2.406566,0.3012337
183.918,24,1.5,-1.263105,-1.1945,-1.572106,-1.217575
188.7741,25,1.5,-0.09666494,-0.004059049,-0.3925425,-0.09941818
194.303,26,1.5,-0.0772541,-1.291604,0.1024582,-0.9652088
199.065,27,1.5,1.740646,1.378769,1.349124,1.281801
203.1451,28,1.5,1.714184,-1.250916,1.919411,-0.8084205
215.7964,29,1.5,-0.8280358,-0.7740058,-0.5794677,-0.6073217
221.9992,30,1.5,-2.439846,-0.9802015,-2.356507,-1.145892
233.0431,31,1.5,0.004779343,-0.9561214,-0.0348779,-0.8706263
236.8867,32,1.5,0.02291099,-1.775184,0.002395564,-1.439248
240.742,33,1.5,-0.1723301,0.4950587,-0.184195,0.386529
243.4411,34,1.5,1.644739,1.42671,1.448555,1.143527
246.65
