time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
39.9589,1,1.1,1.697675,0.485117,1.651371,0.8462752
46.31226,2,1.1,-2.543589,-1.257433,-2.474774,-0.8263826
55.43329,3,1.1,-2.566286,1.588838,-2.431465,1.440439
62.99587,4,1.1,-1.809147,0.6856905,-1.722077,0.9524111
85.18891,5,1.1,-1.892797,-1.223845,-1.60304,-1.355369
89.40616,6,1.1,-0.634878,-1.322433,-0.4357701,-1.175049
93.14211,7,1.1,-1.704061,-1.35616,-1.669319,-1.484395
97.38318,8,1.1,-0.8849634,-0.3527067,-0.670649,-0.158872
101.2266,9,1.1,-0.1655615,-0.4233145,-0.08261681,-0.5504843
110.5862,10,1.1,-0.2659187,-1.069632,-0.1798676,-1.202255
114.8718,11,1.1,-0.8925346,-0.8145184,-0.9210269,-0.9285736
118.8467,12,1.1,-2.581379,-1.056637,-2.232801,-0.7213871
122.7286,13,1.1,-1.570754,-1.705704,-1.781981,-1.249177
127.4146,14,1.1,0.7427253,-0.4484533,0.5911513,-0.6106221
132.4733,15,1.1,-1.023702,-1.259105,-1.001051,-1.313201
136.2766,16,1.1,-2.436335,-1.025869,-2.127435,-0.9573108
140.1178,17,1.1,-2.071591,-
