Time,LorR,Question,Character,Answer_State,Answer_Time
26.63033,right,1,R,correct,1.290562
32.09975,left,4,L,correct,0.8400803
38.08946,left,3,L,correct,1.007027
43.03144,left,2,L,correct,1.175217
46.80499,right,5,R,correct,1.059402
52.16363,right,6,R,correct,1.058121
57.32069,right,4,R,correct,0.6704788
60.99283,left,6,L,correct,1.354568
66.01937,right,2,R,correct,0.9790421
70.18234,left,1,L,correct,0.925766
73.496,right,3,R,correct,0.7208252
77.66738,left,5,L,correct,1.577942
81.27268,right,6,R,correct,1.072128
86.46796,left,3,L,correct,1.127167
91.03152,right,1,R,correct,0.7715836
96.41909,left,5,L,correct,1.622856
101.008,left,2,L,correct,1.752747
104.7237,right,4,R,correct,1.645462
109.4984,right,1,R,correct,1.819138
114.8707,right,4,R,correct,1.011505
121.034,right,3,R,correct,1.25795
125.5577,left,6,L,correct,0.9171295
125.7758,left,9999,xx,irrelevant_answer,9999
131.0576,right,5,R,correct,0.9168701
134.7105,right,2,R,correct,1.064667
137.856,left,3,L,correct,0.8529358
142.797
