Time,LorR,Question,Character,Answer_State,Answer_Time
7.785625,right,4,R,correct,1.08577
11.90141,right,5,R,correct,0.7507858
17.06563,right,2,R,correct,0.9918098
21.07033,right,3,R,correct,0.8291855
25.47755,right,6,R,correct,1.121677
29.88255,left,1,L,correct,1.013538
33.80186,left,3,L,correct,0.9278374
39.29959,left,4,L,correct,0.7876816
42.93761,right,1,R,correct,0.9594574
48.15297,left,6,L,correct,0.788269
53.29233,left,2,L,correct,0.9552536
57.53954,left,5,L,correct,0.767952
61.64719,left,5,L,correct,0.8007431
66.95335,right,9999,xxx,irrelevant_answer,9999
70.66483,left,2,L,correct,0.7850571
74.10203,left,1,L,correct,0.8348999
80.01109,left,3,L,correct,0.9569626
85.26325,right,4,R,correct,0.966568
88.73293,right,3,R,correct,0.9328156
93.69402,right,6,R,correct,0.8671417
97.68063,left,5,L,correct,0.821785
102.3876,right,2,R,correct,0.9509888
106.3512,right,4,R,correct,0.8526154
111.8487,left,1,L,correct,0.9835663
117.4074,left,4,L,correct,0.9507446
121.9511,right,5,R,correct,1.0
