Time,LorR,Question,Character,Answer_State,Answer_Time
22.49838,left,5,L,correct,0.9183578
26.07328,left,2,L,correct,0.9070511
29.64333,left,3,L,correct,0.884613
32.74165,right,6,R,correct,1.069733
36.34956,left,1,L,correct,0.8455276
42.38159,right,4,R,correct,1.126488
45.43777,left,4,L,correct,1.043068
51.53943,left,6,L,correct,1.645332
54.44128,right,3,R,correct,0.8052444
58.77114,right,1,R,correct,0.8056793
62.62914,right,5,R,correct,0.9416962
67.9906,right,2,R,correct,0.8912277
71.95361,right,5,R,correct,0.7864838
76.81898,left,2,L,correct,0.8832321
80.38819,right,6,R,correct,1.054794
85.91857,left,1,L,correct,1.031601
91.21938,right,3,R,correct,0.7492371
94.42921,left,4,L,correct,0.9790649
97.96566,left,3,L,correct,0.7107544
101.3878,left,2,L,correct,0.9663086
106.9301,left,4,L,correct,0.9106903
111.6091,right,5,R,correct,0.770874
114.8218,left,6,L,correct,0.9509277
118.3195,right,1,R,correct,1.079147
122.8126,right,6,R,correct,0.7441864
126.7458,right,3,R,correct,0.8436432
132.
