Time,LorR,Question,Character,Answer_State,Answer_Time
7.934721,left,3,L,correct,1.011005
11.99854,left,2,L,correct,0.9399567
16.45313,right,4,R,correct,1.119061
22.25659,left,5,L,correct,0.8249435
27.66618,right,6,R,correct,0.8662338
33.52213,right,1,R,correct,1.403461
38.72154,right,5,R,correct,0.7520065
43.05397,right,2,R,correct,1.031662
48.78101,left,4,L,correct,0.8261414
52.70676,left,6,L,correct,1.048264
56.39886,left,1,L,correct,1.043976
61.71993,right,3,R,correct,0.8202362
66.11743,left,6,L,correct,0.8163452
70.54286,right,2,R,correct,0.7561722
74.94084,left,3,L,correct,0.7738037
78.46193,left,4,L,correct,0.9300995
82.00301,right,5,R,correct,1.283836
85.8003,right,1,R,correct,0.8004837
89.2053,left,5,L,correct,1.194946
94.55194,right,1,R,correct,0.9666672
99.8194,left,2,L,correct,0.941658
104.598,left,4,L,correct,1.197319
109.1243,left,3,L,correct,1.068886
113.6628,left,6,L,correct,0.9859161
116.8658,left,1,L,correct,1.120193
122.076,right,5,R,correct,0.9646912
126.1954,righ
